iter	Passed	Remaining
0	50	14969
1	52	7803
2	54	5420
3	57	4222
4	59	3505
5	61	3023
6	64	2679
7	66	2419
8	68	2217
9	70	2054
10	73	1920
11	75	1808
12	77	1717
13	79	1634
14	82	1564
15	84	1500
16	86	1444
17	88	1393
18	91	1350
19	93	1309
20	95	1272
21	97	1238
22	100	1205
23	102	1177
24	104	1150
25	106	1126
26	109	1103
27	111	1082
28	113	1061
29	115	1042
30	118	1024
31	120	1007
32	122	991
33	124	975
34	126	960
35	129	946
36	131	933
37	133	921
38	135	909
39	138	897
40	140	886
41	142	875
42	144	866
43	147	856
44	149	846
45	151	837
46	153	827
47	155	818
48	158	810
49	160	802
50	162	794
51	165	787
52	167	780
53	169	772
54	171	765
55	174	758
56	176	752
57	178	745
58	181	741
59	183	735
60	186	728
61	188	722
62	190	716
63	192	710
64	194	704
65	197	699
66	199	693
67	201	688
68	204	683
69	206	677
70	208	672
71	210	667
72	213	662
73	215	657
74	217	652
75	220	650
76	223	646
77	225	641
78	227	637
79	229	632
80	232	627
81	234	622
82	236	618
83	238	614
84	241	610
85	243	605
86	245	601
87	247	597
88	250	592
89	252	588
90	254	584
91	256	580
92	259	576
93	261	572
94	263	569
95	265	565
96	268	561
97	270	557
98	272	554
99	275	550
100	277	546
101	279	543
102	282	539
103	284	535
104	286	532
105	288	528
106	291	525
107	293	521
108	295	518
109	298	514
110	300	511
111	302	508
112	305	504
113	307	501
114	309	497
115	311	494
116	313	491
117	316	487
118	318	484
119	320	481
120	323	478
121	325	474
122	327	471
123	330	468
124	332	465
125	334	462
126	336	458
127	338	455
128	341	452
129	343	449
130	345	446
131	348	443
132	350	440
133	352	437
134	355	434
135	357	431
136	359	428
137	362	425
138	364	422
139	366	419
140	368	415
141	371	413
142	373	409
143	375	406
144	378	404
145	380	401
146	382	398
147	384	395
148	386	392
149	389	389
150	391	386
151	393	383
152	396	380
153	398	377
154	400	374
155	402	371
156	405	368
157	407	366
158	409	363
159	411	360
160	414	357
161	416	354
162	418	352
163	421	349
164	423	346
165	425	343
166	427	340
167	430	338
168	432	335
169	434	332
170	437	329
171	439	327
172	441	324
173	444	321
174	446	318
175	448	316
176	450	313
177	453	310
178	455	307
179	457	305
180	459	302
181	462	299
182	464	296
183	466	294
184	468	291
185	471	288
186	473	286
187	475	283
188	478	280
189	480	278
190	482	275
191	484	272
192	487	270
193	489	267
194	491	264
195	493	262
196	496	259
197	498	256
198	500	254
199	503	251
200	505	249
201	507	246
202	510	243
203	512	241
204	514	238
205	516	235
206	519	233
207	521	230
208	523	227
209	525	225
210	528	222
211	530	220
212	532	217
213	535	215
214	537	212
215	539	209
216	542	207
217	544	204
218	546	202
219	549	199
220	551	197
221	553	194
222	556	192
223	558	189
224	560	186
225	562	184
226	565	181
227	567	179
228	569	176
229	572	174
230	574	171
231	576	168
232	578	166
233	581	163
234	583	161
235	585	158
236	587	156
237	590	153
238	592	151
239	594	148
240	597	146
241	599	143
242	601	141
243	603	138
244	606	136
245	608	133
246	610	130
247	612	128
248	614	125
249	617	123
250	619	120
251	621	118
252	624	115
253	626	113
254	628	110
255	630	108
256	633	105
257	635	103
258	637	100
259	639	98
260	642	95
261	644	93
262	646	90
263	648	88
264	651	86
265	653	83
266	655	81
267	658	78
268	660	76
269	662	73
270	665	71
271	667	68
272	669	66
273	672	63
274	674	61
275	676	58
276	679	56
277	681	53
278	683	51
279	685	48
280	688	46
281	690	44
282	692	41
283	694	39
284	697	36
285	699	34
286	701	31
287	704	29
288	706	26
289	708	24
290	710	21
291	712	19
292	715	17
293	717	14
294	719	12
295	722	9
296	724	7
297	726	4
298	729	2
299	731	0
