iter	RMSE
0	1.730414718
1	1.722434298
2	1.711929082
3	1.70167613
4	1.695078913
5	1.68653883
6	1.679648907
7	1.669237132
8	1.66333057
9	1.656284769
10	1.647862943
11	1.642298523
12	1.637857677
13	1.635053629
14	1.626843989
15	1.619809488
16	1.61303108
17	1.606537973
18	1.602244634
19	1.597736339
20	1.588050507
21	1.582731311
22	1.576823134
23	1.571032852
24	1.56705181
25	1.563556372
26	1.557718375
27	1.553565648
28	1.547484134
29	1.545893457
30	1.542744715
31	1.538883866
32	1.535705611
33	1.529630938
34	1.521585982
35	1.519831785
36	1.516919653
37	1.514178411
38	1.507704994
39	1.503837687
40	1.498194991
41	1.493761168
42	1.490609269
43	1.488974855
44	1.485584639
45	1.481980792
46	1.47857068
47	1.476008317
48	1.473458773
49	1.470813874
50	1.467854546
51	1.464398404
52	1.460324945
53	1.455124489
54	1.451542716
55	1.449337839
56	1.446548868
57	1.443955354
58	1.438927371
59	1.433730916
60	1.431622229
61	1.429278153
62	1.4271125
63	1.425911614
64	1.423251383
65	1.420745241
66	1.419634195
67	1.416467019
68	1.413067575
69	1.410799297
70	1.407713315
71	1.405634086
72	1.404830624
73	1.401612918
74	1.398576488
75	1.394246545
76	1.38866415
77	1.385663483
78	1.382856753
79	1.379769131
80	1.37695994
81	1.373833072
82	1.37109399
83	1.367919977
84	1.365612041
85	1.364719943
86	1.363666836
87	1.361636052
88	1.359026226
89	1.356999497
90	1.354363962
91	1.352835924
92	1.34908218
93	1.345710183
94	1.344490466
95	1.342850398
96	1.340443154
97	1.338214716
98	1.334514462
99	1.332735504
100	1.330744243
101	1.329120016
102	1.327238383
103	1.32568154
104	1.323574544
105	1.321601414
106	1.319803413
107	1.317381693
108	1.314572044
109	1.31320116
110	1.311146674
111	1.308293262
112	1.306175463
113	1.304488031
114	1.30215366
115	1.29941102
116	1.296016172
117	1.293886276
118	1.290742258
119	1.289455521
120	1.287480975
121	1.286016392
122	1.283683404
123	1.280486834
124	1.27861943
125	1.277470499
126	1.27646421
127	1.275655063
128	1.272449353
129	1.2697476
130	1.2693505
131	1.267632353
132	1.265740239
133	1.262542524
134	1.259977586
135	1.256661084
136	1.254012169
137	1.251989698
138	1.250103203
139	1.247987101
140	1.246484893
141	1.244137993
142	1.240766927
143	1.238122485
144	1.236208398
145	1.232189877
146	1.229705081
147	1.228426167
148	1.226904023
149	1.224569462
150	1.222555403
151	1.219355955
152	1.217525863
153	1.215498289
154	1.213560876
155	1.211892059
156	1.209918916
157	1.208213487
158	1.206273931
159	1.204749984
160	1.202420518
161	1.200232519
162	1.198609667
163	1.196428486
164	1.194188604
165	1.192857558
166	1.190406651
167	1.187455164
168	1.186493736
169	1.183859461
170	1.181875303
171	1.179609781
172	1.176933995
173	1.174215364
174	1.171808812
175	1.169838307
176	1.16808609
177	1.165369789
178	1.162762999
179	1.159361291
180	1.15705916
181	1.155789047
182	1.152888514
183	1.150586358
184	1.148426434
185	1.1467458
186	1.14436058
187	1.142300446
188	1.140052617
189	1.137555437
190	1.136105012
191	1.133803189
192	1.130487573
193	1.127612517
194	1.124936408
195	1.123392873
196	1.121509698
197	1.119821996
198	1.118092132
199	1.116807378
200	1.115299997
201	1.112410584
202	1.110883807
203	1.108889469
204	1.107307383
205	1.104881477
206	1.102362867
207	1.100645889
208	1.099014547
209	1.096655233
210	1.094902348
211	1.093348745
212	1.088818158
213	1.087380991
214	1.085602897
215	1.08346708
216	1.079712636
217	1.076285177
218	1.075086427
219	1.073415265
220	1.07164486
221	1.069752419
222	1.067802663
223	1.066470952
224	1.065171238
225	1.062177538
226	1.059387108
227	1.057998615
228	1.056773769
229	1.054961207
230	1.053540225
231	1.051760647
232	1.050216144
233	1.048025367
234	1.047073412
235	1.045603067
236	1.04411515
237	1.04248391
238	1.039963052
239	1.0378312
240	1.036615841
241	1.035523686
242	1.033944219
243	1.031946629
244	1.030847426
245	1.02825051
246	1.026994126
247	1.024167519
248	1.022544947
249	1.01994633
250	1.018676006
251	1.01692123
252	1.015748158
253	1.013051737
254	1.011220743
255	1.009960576
256	1.007768177
257	1.006705263
258	1.004881344
259	1.003422839
260	1.00113986
261	0.9994140322
262	0.9977096781
263	0.9965201615
264	0.9952140288
265	0.9938687996
266	0.991108143
267	0.989651548
268	0.987359553
269	0.9864484173
270	0.9843050521
271	0.9833950032
272	0.9821241165
273	0.9807804059
274	0.9783129586
275	0.9765389339
276	0.9751454317
277	0.9727195118
278	0.9706844457
279	0.9690239719
280	0.9682101921
281	0.9673356652
282	0.9663253145
283	0.965460385
284	0.9635301638
285	0.9623628153
286	0.9607407626
287	0.9597829883
288	0.9580894033
289	0.9559675075
290	0.9551678937
291	0.9518624055
292	0.9504812676
293	0.9492330415
294	0.9476354623
295	0.9462279385
296	0.9441642483
297	0.9429300023
298	0.9415111343
299	0.9403737799
